id,name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date
2537,K2-323 b,386,5.06 Earths,14.935,2020
2538,K2-324 b,446,6.48 Earths,15.223,2020
2539,K2-325 b,364,5.48 Earths,17.77,2020
2540,K2-326 b,921,5.82 Earths,15.982,2020
2541,K2-329 b,761,0.26 Jupiters,12.697,2020
2542,K2-32 b,514,15 Earths,12.304,2016
2543,K2-32 c,514,8.1 Earths,12.304,2016
2544,K2-32 d,514,6.7 Earths,12.304,2016
2545,K2-32 e,514,2.1 Earths,12.304,2019
2546,K2-330 b,522,8.1 Earths,9.608,2016
2547,K2-331 b,690,3.86 Earths,11.305,2021
2548,K2-331 c,690,7.85 Earths,11.305,2018
2549,K2-332 b,402,5.48 Earths,16.4791,2016
2550,K2-308 b,4288,0.222 Jupiters,15.072,2019
2551,K2-30 b,1086,0.579 Jupiters,13.547,2016
2552,K2-315 b,186,0.809 Earths,17.67,2020
2553,K2-316 b,367,2.33 Earths,17.14,2020
2554,K2-316 c,367,4.01 Earths,17.14,2020
2555,K2-317 b,575,8.91 Earths,17.74,2020
2556,K2-318 b,482,3.39 Earths,15.8,2020
2557,K2-319 b,682,8.2 Earths,12.213,2020
2558,K2-31 b,361,1.774 Jupiters,10.802,2016
2559,K2-320 b,355,7.37 Earths,17.81,2020
2560,K2-321 b,253,4.46 Earths,13.677,2020
2561,K2-322 b,403,4.35 Earths,13.963,2020
2562,K2-323 b,386,5.06 Earths,14.935,2020
2563,K2-324 b,446,6.48 Earths,15.223,2020
2564,K2-325 b,364,5.48 Earths,17.77,2020
2565,K2-326 b,921,5.82 Earths,15.982,2020
2566,K2-329 b,761,0.26 Jupiters,12.697,2020
2567,K2-32 b,514,15 Earths,12.304,2016
2568,K2-32 c,514,8.1 Earths,12.304,2016
2569,K2-32 d,514,6.7 Earths,12.304,2016
2570,K2-32 e,514,2.1 Earths,12.304,2019
2571,K2-330 b,522,8.1 Earths,9.608,2016
2572,K2-331 b,690,3.86 Earths,11.305,2021
2573,K2-331 c,690,7.85 Earths,11.305,2018
2574,K2-332 b,402,5.48 Earths,16.4791,2016
2575,K2-333 b,1122,31.6 Earths,12.073,2018
2576,K2-334 b,1213,27.2 Earths,11.842,2018
2577,K2-335 b,1820,5.52 Earths,12.556,2016
2578,K2-336 b,781,1.98 Earths,12.803,2016
2579,K2-337 b,1375,7.37 Earths,12.385,2016
2580,K2-338 b,512,1.08 Earths,13.322,2016
2581,K2-339 b,1175,4.35 Earths,14.487,2019
2582,K2-33 b,454,3.7 Jupiters,15.838,2016
2583,K2-340 b,2408,11.2 Earths,14.428,2016
2584,K2-341 b,1375,10.4 Earths,12.725,2018
2585,K2-342 b,680,4.78 Earths,11.338,2018
2586,K2-343 b,542,3.36 Earths,16.01,2019
2587,K2-343 c,542,4.74 Earths,16.01,2018
2588,K2-344 b,245,3.15 Earths,13.423,2018
2589,K2-345 b,530,5.1 Earths,15.72,2016
2590,K2-346 b,344,5.73 Earths,11.903,2016
2591,K2-347 b,1045,6.39 Earths,15.15,2016
2592,K2-348 b,658,10.7 Earths,12.572,2018
2593,K2-348 c,658,7.61 Earths,12.572,2018
2594,K2-349 b,1480,2.48 Earths,14.585,2016
2595,K2-34 b,1137,1.698 Jupiters,11.447,2016
2596,K2-350 b,1596,2.99 Earths,13.449,2021
2597,K2-350 c,1596,7.95 Earths,13.449,2016
2598,K2-351 b,2266,6.99 Earths,14.195,2016
2599,K2-352 b,574,2.45 Earths,11.125,2021
2600,K2-333 b,1122,31.6 Earths,12.073,2018
2601,K2-334 b,1213,27.2 Earths,11.842,2018
2602,K2-335 b,1820,5.52 Earths,12.556,2016
2603,K2-336 b,781,1.98 Earths,12.803,2016
2604,K2-337 b,1375,7.37 Earths,12.385,2016
2605,K2-338 b,512,1.08 Earths,13.322,2016
2606,K2-339 b,1175,4.35 Earths,14.487,2019
2607,K2-33 b,454,3.7 Jupiters,15.838,2016
2608,K2-340 b,2408,11.2 Earths,14.428,2016
2609,K2-341 b,1375,10.4 Earths,12.725,2018
2610,K2-342 b,680,4.78 Earths,11.338,2018
2611,K2-343 b,542,3.36 Earths,16.01,2019
2612,K2-343 c,542,4.74 Earths,16.01,2018
2613,K2-344 b,245,3.15 Earths,13.423,2018
2614,K2-345 b,530,5.1 Earths,15.72,2016
2615,K2-346 b,344,5.73 Earths,11.903,2016
2616,K2-347 b,1045,6.39 Earths,15.15,2016
2617,K2-348 b,658,10.7 Earths,12.572,2018
2618,K2-348 c,658,7.61 Earths,12.572,2018
2619,K2-349 b,1480,2.48 Earths,14.585,2016
2620,K2-34 b,1137,1.698 Jupiters,11.447,2016
2621,K2-350 b,1596,2.99 Earths,13.449,2021
2622,K2-350 c,1596,7.95 Earths,13.449,2016
2623,K2-351 b,2266,6.99 Earths,14.195,2016
2624,K2-352 b,574,2.45 Earths,11.125,2021
2625,K2-333 b,1122,31.6 Earths,12.073,2018
2626,K2-334 b,1213,27.2 Earths,11.842,2018
2627,K2-335 b,1820,5.52 Earths,12.556,2016
2628,K2-336 b,781,1.98 Earths,12.803,2016
2629,K2-337 b,1375,7.37 Earths,12.385,2016
2630,K2-338 b,512,1.08 Earths,13.322,2016
2631,K2-339 b,1175,4.35 Earths,14.487,2019
2632,K2-33 b,454,3.7 Jupiters,15.838,2016
2633,K2-340 b,2408,11.2 Earths,14.428,2016
2634,K2-341 b,1375,10.4 Earths,12.725,2018
2635,K2-342 b,680,4.78 Earths,11.338,2018
2636,K2-343 b,542,3.36 Earths,16.01,2019
2637,K2-343 c,542,4.74 Earths,16.01,2018
2638,K2-344 b,245,3.15 Earths,13.423,2018
2639,K2-345 b,530,5.1 Earths,15.72,2016
2640,K2-346 b,344,5.73 Earths,11.903,2016
2641,K2-347 b,1045,6.39 Earths,15.15,2016
2642,K2-348 b,658,10.7 Earths,12.572,2018
2643,K2-348 c,658,7.61 Earths,12.572,2018
2644,K2-349 b,1480,2.48 Earths,14.585,2016
2645,K2-34 b,1137,1.698 Jupiters,11.447,2016
2646,K2-350 b,1596,2.99 Earths,13.449,2021
2647,K2-350 c,1596,7.95 Earths,13.449,2016
2648,K2-351 b,2266,6.99 Earths,14.195,2016
2649,K2-352 b,574,2.45 Earths,11.125,2021
2650,K2-375 b,2271,5.66 Earths,13.164,2022
2651,K2-376 b,527,3.66 Earths,10.415,2022
2652,K2-377 b,637,3.51 Earths,14.107,2022
2653,K2-378 b,2244,8.65 Earths,16.029,2022
2654,K2-379 b,594,5.4 Earths,13.265,2022
2655,K2-37 b,587,3.22 Earths,12.573,2016
2656,K2-37 c,587,8 Earths,12.573,2016
2657,K2-37 d,587,7.9 Earths,12.573,2016
2658,K2-380 b,813,7.89 Earths,11.688,2022
2659,K2-381 b,475,1.26 Earths,12.883,2022
2660,K2-381 c,475,4.66 Earths,12.883,2022
2661,K2-381 d,475,3.5 Earths,12.883,2022
2662,K2-382 b,908,4.95 Earths,12.977,2022
2663,K2-383 b,665,3.07 Earths,12.689,2022
2664,K2-384 b,270,1.26 Earths,16.12,2022
2665,K2-384 c,270,1.82 Earths,16.12,2022
2666,K2-384 d,270,2.52 Earths,16.12,2022
2667,K2-384 e,270,2.37 Earths,16.12,2022
2668,K2-384 f,270,5.57 Earths,16.12,2022
2669,K2-385 b,1373,2.98 Earths,14.645,2022
2670,K2-386 b,1399,5.99 Earths,13.241,2022
2671,K2-387 b,869,0.133 Jupiters,16.147,2022
2672,K2-388 b,948,13 Earths,12.861,2022
2673,K2-389 b,846,5.41 Earths,11.827,2022
2674,K2-389 c,846,4.82 Earths,11.827,2022
2675,K2-38 b,629,19.0698 Earths,11.344,2016
2676,K2-38 c,629,9.9 Earths,11.344,2016
2677,K2-390 b,1488,19.6 Earths,13.611,2022
2678,K2-391 b,1657,2.45 Earths,12.527,2022
2679,K2-392 b,1328,4.08 Earths,12.922,2022
2680,K2-393 b,867,6.13 Earths,11.84,2022
2681,K2-394 b,320,3.51 Earths,12.768,2022
2682,K2-395 b,935,7.26 Earths,15.131,2022
2683,K2-395 c,935,11.4 Earths,15.131,2022
2684,K2-396 b,897,3.12 Earths,13.32,2022
2685,K2-396 c,897,9.93 Earths,13.32,2022
2686,K2-397 b,650,6.42 Earths,11.865,2022
2687,K2-398 b,1980,5.79 Earths,13.287,2022
2688,K2-398 c,1980,22.8 Earths,13.287,2022
2689,K2-399 b,1682,30.5 Earths,12.478,2022
2690,K2-39 b,1003,28.6047 Earths,10.831,2016
2691,K2-3 b,144,6.48 Earths,12.168,2015
2692,K2-3 c,144,2.14 Earths,12.168,2015
2693,K2-3 d,144,2.80007 Earths,12.168,2015
2694,K2-400 b,203,1.67 Earths,15.108,2022
2695,K2-401 b,655,5.74 Earths,14.014,2022
2696,K2-402 b,1706,7.65 Earths,13.032,2022
2697,K2-403 b,804,24.6 Earths,12.305,2022
2698,K2-404 b,397,6.94 Earths,14.622,2022
2699,K2-405 b,643,18.9 Earths,12.816,2022
2700,K2-38 b,629,19.0698 Earths,11.344,2016
2701,K2-38 c,629,9.9 Earths,11.344,2016
2702,K2-390 b,1488,19.6 Earths,13.611,2022
2703,K2-391 b,1657,2.45 Earths,12.527,2022
2704,K2-392 b,1328,4.08 Earths,12.922,2022
2705,K2-393 b,867,6.13 Earths,11.84,2022
2706,K2-394 b,320,3.51 Earths,12.768,2022
2707,K2-395 b,935,7.26 Earths,15.131,2022
2708,K2-395 c,935,11.4 Earths,15.131,2022
2709,K2-396 b,897,3.12 Earths,13.32,2022
2710,K2-396 c,897,9.93 Earths,13.32,2022
2711,K2-397 b,650,6.42 Earths,11.865,2022
2712,K2-398 b,1980,5.79 Earths,13.287,2022
2713,K2-398 c,1980,22.8 Earths,13.287,2022
2714,K2-399 b,1682,30.5 Earths,12.478,2022
2715,K2-39 b,1003,28.6047 Earths,10.831,2016
2716,K2-3 b,144,6.48 Earths,12.168,2015
2717,K2-3 c,144,2.14 Earths,12.168,2015
2718,K2-3 d,144,2.80007 Earths,12.168,2015
2719,K2-400 b,203,1.67 Earths,15.108,2022
2720,K2-401 b,655,5.74 Earths,14.014,2022
2721,K2-402 b,1706,7.65 Earths,13.032,2022
2722,K2-403 b,804,24.6 Earths,12.305,2022
2723,K2-404 b,397,6.94 Earths,14.622,2022
2724,K2-405 b,643,18.9 Earths,12.816,2022
2725,K2-38 b,629,19.0698 Earths,11.344,2016
2726,K2-38 c,629,9.9 Earths,11.344,2016
2727,K2-390 b,1488,19.6 Earths,13.611,2022
2728,K2-391 b,1657,2.45 Earths,12.527,2022
2729,K2-392 b,1328,4.08 Earths,12.922,2022
2730,K2-393 b,867,6.13 Earths,11.84,2022
2731,K2-394 b,320,3.51 Earths,12.768,2022
2732,K2-395 b,935,7.26 Earths,15.131,2022
2733,K2-395 c,935,11.4 Earths,15.131,2022
2734,K2-396 b,897,3.12 Earths,13.32,2022
2735,K2-396 c,897,9.93 Earths,13.32,2022
2736,K2-397 b,650,6.42 Earths,11.865,2022
2737,K2-398 b,1980,5.79 Earths,13.287,2022
2738,K2-398 c,1980,22.8 Earths,13.287,2022
2739,K2-399 b,1682,30.5 Earths,12.478,2022
2740,K2-39 b,1003,28.6047 Earths,10.831,2016
2741,K2-3 b,144,6.48 Earths,12.168,2015
2742,K2-3 c,144,2.14 Earths,12.168,2015
2743,K2-3 d,144,2.80007 Earths,12.168,2015
2744,K2-400 b,203,1.67 Earths,15.108,2022
2745,K2-401 b,655,5.74 Earths,14.014,2022
2746,K2-402 b,1706,7.65 Earths,13.032,2022
2747,K2-403 b,804,24.6 Earths,12.305,2022
2748,K2-404 b,397,6.94 Earths,14.622,2022
2749,K2-405 b,643,18.9 Earths,12.816,2022
2750,K2-38 b,629,19.0698 Earths,11.344,2016
2751,K2-38 c,629,9.9 Earths,11.344,2016
2752,K2-390 b,1488,19.6 Earths,13.611,2022
2753,K2-391 b,1657,2.45 Earths,12.527,2022
2754,K2-392 b,1328,4.08 Earths,12.922,2022
2755,K2-393 b,867,6.13 Earths,11.84,2022
2756,K2-394 b,320,3.51 Earths,12.768,2022
2757,K2-395 b,935,7.26 Earths,15.131,2022
2758,K2-395 c,935,11.4 Earths,15.131,2022
2759,K2-396 b,897,3.12 Earths,13.32,2022
2760,K2-396 c,897,9.93 Earths,13.32,2022
2761,K2-397 b,650,6.42 Earths,11.865,2022
2762,K2-398 b,1980,5.79 Earths,13.287,2022
2763,K2-398 c,1980,22.8 Earths,13.287,2022
2764,K2-399 b,1682,30.5 Earths,12.478,2022
2765,K2-39 b,1003,28.6047 Earths,10.831,2016
2766,K2-3 b,144,6.48 Earths,12.168,2015
2767,K2-3 c,144,2.14 Earths,12.168,2015
2768,K2-3 d,144,2.80007 Earths,12.168,2015
2769,K2-400 b,203,1.67 Earths,15.108,2022
2770,K2-401 b,655,5.74 Earths,14.014,2022
2771,K2-402 b,1706,7.65 Earths,13.032,2022
2772,K2-403 b,804,24.6 Earths,12.305,2022
2773,K2-404 b,397,6.94 Earths,14.622,2022
2774,K2-405 b,643,18.9 Earths,12.816,2022
2775,K2-38 b,629,19.0698 Earths,11.344,2016
2776,K2-38 c,629,9.9 Earths,11.344,2016
2777,K2-390 b,1488,19.6 Earths,13.611,2022
2778,K2-391 b,1657,2.45 Earths,12.527,2022
2779,K2-392 b,1328,4.08 Earths,12.922,2022
2780,K2-393 b,867,6.13 Earths,11.84,2022
2781,K2-394 b,320,3.51 Earths,12.768,2022
2782,K2-395 b,935,7.26 Earths,15.131,2022
2783,K2-395 c,935,11.4 Earths,15.131,2022
2784,K2-396 b,897,3.12 Earths,13.32,2022
2785,K2-396 c,897,9.93 Earths,13.32,2022
2786,K2-397 b,650,6.42 Earths,11.865,2022
2787,K2-398 b,1980,5.79 Earths,13.287,2022
2788,K2-398 c,1980,22.8 Earths,13.287,2022
2789,K2-399 b,1682,30.5 Earths,12.478,2022
2790,K2-39 b,1003,28.6047 Earths,10.831,2016
2791,K2-3 b,144,6.48 Earths,12.168,2015
2792,K2-3 c,144,2.14 Earths,12.168,2015
2793,K2-3 d,144,2.80007 Earths,12.168,2015
2794,K2-400 b,203,1.67 Earths,15.108,2022
2795,K2-401 b,655,5.74 Earths,14.014,2022
2796,K2-402 b,1706,7.65 Earths,13.032,2022
2797,K2-403 b,804,24.6 Earths,12.305,2022
2798,K2-404 b,397,6.94 Earths,14.622,2022
2799,K2-405 b,643,18.9 Earths,12.816,2022
2800,K2-38 b,629,19.0698 Earths,11.344,2016
2801,K2-38 c,629,9.9 Earths,11.344,2016
2802,K2-390 b,1488,19.6 Earths,13.611,2022
2803,K2-391 b,1657,2.45 Earths,12.527,2022
2804,K2-392 b,1328,4.08 Earths,12.922,2022
2805,K2-393 b,867,6.13 Earths,11.84,2022
2806,K2-394 b,320,3.51 Earths,12.768,2022
2807,K2-395 b,935,7.26 Earths,15.131,2022
2808,K2-395 c,935,11.4 Earths,15.131,2022
2809,K2-396 b,897,3.12 Earths,13.32,2022
2810,K2-396 c,897,9.93 Earths,13.32,2022
2811,K2-397 b,650,6.42 Earths,11.865,2022
2812,K2-398 b,1980,5.79 Earths,13.287,2022
2813,K2-398 c,1980,22.8 Earths,13.287,2022
2814,K2-399 b,1682,30.5 Earths,12.478,2022
2815,K2-39 b,1003,28.6047 Earths,10.831,2016
2816,K2-3 b,144,6.48 Earths,12.168,2015
2817,K2-3 c,144,2.14 Earths,12.168,2015
2818,K2-3 d,144,2.80007 Earths,12.168,2015
2819,K2-400 b,203,1.67 Earths,15.108,2022
2820,K2-401 b,655,5.74 Earths,14.014,2022
2821,K2-402 b,1706,7.65 Earths,13.032,2022
2822,K2-403 b,804,24.6 Earths,12.305,2022
2823,K2-404 b,397,6.94 Earths,14.622,2022
2824,K2-405 b,643,18.9 Earths,12.816,2022
2825,K2-38 b,629,19.0698 Earths,11.344,2016
2826,K2-38 c,629,9.9 Earths,11.344,2016
2827,K2-390 b,1488,19.6 Earths,13.611,2022
2828,K2-391 b,1657,2.45 Earths,12.527,2022
2829,K2-392 b,1328,4.08 Earths,12.922,2022
2830,K2-393 b,867,6.13 Earths,11.84,2022
2831,K2-394 b,320,3.51 Earths,12.768,2022
2832,K2-395 b,935,7.26 Earths,15.131,2022
2833,K2-395 c,935,11.4 Earths,15.131,2022
2834,K2-396 b,897,3.12 Earths,13.32,2022
2835,K2-396 c,897,9.93 Earths,13.32,2022
2836,K2-397 b,650,6.42 Earths,11.865,2022
2837,K2-398 b,1980,5.79 Earths,13.287,2022
2838,K2-398 c,1980,22.8 Earths,13.287,2022
2839,K2-399 b,1682,30.5 Earths,12.478,2022
2840,K2-39 b,1003,28.6047 Earths,10.831,2016
2841,K2-3 b,144,6.48 Earths,12.168,2015
2842,K2-3 c,144,2.14 Earths,12.168,2015
2843,K2-3 d,144,2.80007 Earths,12.168,2015
2844,K2-400 b,203,1.67 Earths,15.108,2022
2845,K2-401 b,655,5.74 Earths,14.014,2022
2846,K2-402 b,1706,7.65 Earths,13.032,2022
2847,K2-403 b,804,24.6 Earths,12.305,2022
2848,K2-404 b,397,6.94 Earths,14.622,2022
2849,K2-405 b,643,18.9 Earths,12.816,2022
2850,K2-38 b,629,19.0698 Earths,11.344,2016
2851,K2-38 c,629,9.9 Earths,11.344,2016
2852,K2-390 b,1488,19.6 Earths,13.611,2022
2853,K2-391 b,1657,2.45 Earths,12.527,2022
2854,K2-392 b,1328,4.08 Earths,12.922,2022
2855,K2-393 b,867,6.13 Earths,11.84,2022
2856,K2-394 b,320,3.51 Earths,12.768,2022
2857,K2-395 b,935,7.26 Earths,15.131,2022
2858,K2-395 c,935,11.4 Earths,15.131,2022
2859,K2-396 b,897,3.12 Earths,13.32,2022
2860,K2-396 c,897,9.93 Earths,13.32,2022
2861,K2-397 b,650,6.42 Earths,11.865,2022
2862,K2-398 b,1980,5.79 Earths,13.287,2022
2863,K2-398 c,1980,22.8 Earths,13.287,2022
2864,K2-399 b,1682,30.5 Earths,12.478,2022
2865,K2-39 b,1003,28.6047 Earths,10.831,2016
2866,K2-3 b,144,6.48 Earths,12.168,2015
2867,K2-3 c,144,2.14 Earths,12.168,2015
2868,K2-3 d,144,2.80007 Earths,12.168,2015
2869,K2-400 b,203,1.67 Earths,15.108,2022
2870,K2-401 b,655,5.74 Earths,14.014,2022
2871,K2-402 b,1706,7.65 Earths,13.032,2022
2872,K2-403 b,804,24.6 Earths,12.305,2022
2873,K2-404 b,397,6.94 Earths,14.622,2022
2874,K2-405 b,643,18.9 Earths,12.816,2022
2875,K2-55 b,520,14 Earths,13.519,2016
2876,K2-57 b,862,5.06 Earths,14.414,2016
2877,K2-58 b,593,7.65 Earths,12.415,2016
2878,K2-58 c,593,3.26 Earths,12.415,2016
2879,K2-58 d,593,3.57 Earths,12.415,2016
2880,K2-59 b,1016,6.39 Earths,14.266,2016
2881,K2-59 c,1016,5.9 Earths,14.266,2016
2882,K2-5 b,662,4.31 Earths,14.974,2015
2883,K2-5 c,662,5.73 Earths,14.974,2015
2884,K2-60 b,1604,0.426 Jupiters,12.857,2016
2885,K2-61 b,1323,6.71 Earths,13.173,2016
2886,K2-62 b,367,5.22 Earths,12.391,2016
2887,K2-62 c,367,5.22 Earths,12.391,2016
2888,K2-63 b,1688,10.5 Earths,12.98,2016
2889,K2-63 c,1688,14.5 Earths,12.98,2016
2890,K2-64 b,1631,4.94 Earths,14.132,2016
2891,K2-65 b,236,3.12 Earths,10.71,2016
2892,K2-66 b,1676,21.3 Earths,11.71,2016
2893,K2-68 b,550,3.12 Earths,12.987,2016
2894,K2-69 b,589,5.99 Earths,16.024,2016
2895,K2-6 b,1033,6.8 Earths,12.66,2015
2896,K2-70 b,760,8.7 Earths,13.074,2016
2897,K2-71 b,500,5.27 Earths,16.14,2016
2898,K2-72 b,217,1.28 Earths,15.37,2016
2899,K2-72 c,217,1.65 Earths,15.37,2016
2900,K2-72 d,217,1.01 Earths,15.37,2016
2901,K2-72 e,217,2.21 Earths,15.37,2016
2902,K2-73 b,878,6.57 Earths,11.345,2016
2903,K2-74 b,1232,5.95 Earths,12.715,2016
2904,K2-75 b,1833,7.61 Earths,12.803,2016
2905,K2-75 c,1833,8.1 Earths,12.803,2016
2906,K2-77 b,462,1.9 Jupiters,12.224,2016
2907,K2-79 b,835,15.4 Earths,12.152,2016
2908,K2-7 b,2409,7.61 Earths,13.453,2015
2909,K2-80 b,655,4.7 Earths,12.694,2016
2910,K2-80 c,655,2.76 Earths,12.694,2016
2911,K2-80 d,655,7.04 Earths,12.694,2018
2912,K2-81 b,823,4.54 Earths,14.314,2016
2913,K2-83 b,409,2.08 Earths,14.522,2016
2914,K2-83 c,409,2.8 Earths,14.522,2016
2915,K2-84 b,929,6.39 Earths,13.386,2016
2916,K2-84 c,929,4.78 Earths,13.386,2016
2917,K2-85 b,317,1.87 Earths,12.416,2016
2918,K2-86 b,844,4.5 Earths,13.041,2016
2919,K2-87 b,1602,0.141 Jupiters,14.136,2016
2920,K2-88 b,361,2.04 Earths,15.523,2016
2921,K2-89 b,281,0.17 Earths,14.162,2016
2922,K2-8 b,1316,12.5 Earths,14.801,2015
2923,K2-8 c,1316,6.39 Earths,14.801,2016
2924,K2-90 b,438,7.27 Earths,13.707,2016
2925,K2-90 c,438,2.24 Earths,13.707,2016
2926,K2-91 b,204,1.37 Earths,15.622,2016
2927,K2-95 b,587,11 Earths,17.236,2016
2928,K2-97 b,2865,0.48 Jupiters,12.486,2016
2929,K2-98 b,1692,32.2 Earths,12.216,2016
2930,K2-99 b,1694,0.97 Jupiters,11.149,2016
2931,K2-9 b,271,5.69 Earths,15.86,2015
2932,Kappa Andromedae b,163,13.616 Jupiters,4.13791,2012
2933,Kappa Coronae Borealis b,98,2 Jupiters,4.79734,2007
2934,Kapteyn c,13,7 Earths,8.86,2014
2935,KELT-10 b,615,0.679 Jupiters,10.617,2016
2936,KELT-11 b,323,0.171 Jupiters,8.04,2017
2937,KELT-12 b,1201,0.95 Jupiters,10.585,2017
2938,KELT-14 b,816,1.284 Jupiters,11.001,2016
2939,KELT-15 b,1059,1.31 Jupiters,11.39,2016
2940,KELT-16 b,1450,2.75 Jupiters,11.717,2017
2941,KELT-17 b,739,1.31 Jupiters,9.234,2016
2942,KELT-18 b,1048,1.18 Jupiters,10.16,2017
2943,KELT-19 A b,980,4.07 Jupiters,9.857,2017
2944,KELT-1 b,876,27.23 Jupiters,10.632,2012
2945,KELT-20 b,445,3.382 Jupiters,7.59,2017
2946,KELT-21 b,1536,3.91 Jupiters,10.484,2018
2947,KELT-23 A b,412,0.938 Jupiters,10.308,2019
2948,KELT-24 b,315,5.18 Jupiters,8.34,2019
2949,KELT-2 A b,437,1.7 Jupiters,8.68,2012
2950,Kepler-1031 b,2228,0.59 Earths,13.877,2016
2951,Kepler-1032 b,2195,4.16 Earths,16.007,2016
2952,Kepler-1033 b,4748,6.85 Earths,16.186,2016
2953,Kepler-1034 b,2135,5.73 Earths,15.269,2016
2954,Kepler-1035 b,1834,1.71 Earths,13.097,2016
2955,Kepler-1036 b,1597,9.32 Earths,13.87,2016
2956,Kepler-1037 b,1458,2.18 Earths,14.475,2016
2957,Kepler-1038 b,1905,12.2 Earths,15.03,2016
2958,Kepler-1038 c,1905,2.59 Earths,15.03,2021
2959,Kepler-1039 b,1001,2.73 Earths,14.438,2016
2960,Kepler-103 b,1614,9.7 Earths,11.883,2014
2961,Kepler-103 c,1614,36.1 Earths,11.883,2014
2962,Kepler-1040 b,1573,4.98 Earths,13.614,2016
2963,Kepler-1041 b,4847,8.96 Earths,14.576,2016
2964,Kepler-1042 b,2150,5.43 Earths,16.004,2016
2965,Kepler-1043 b,2947,7.04 Earths,14.949,2016
2966,Kepler-1044 b,4172,7.61 Earths,15.478,2016
2967,Kepler-1045 b,3074,7.7 Earths,15.879,2016
2968,Kepler-1046 b,2354,3.57 Earths,13.347,2016
2969,Kepler-1047 b,2667,5.02 Earths,13.46,2016
2970,Kepler-1047 c,2667,0.937 Earths,13.46,2016
2971,Kepler-1048 b,1814,3.22 Earths,15.138,2016
2972,Kepler-1049 b,528,0.809 Earths,14.695,2016
2973,Kepler-104 b,1307,19.6 Earths,12.697,2014
2974,Kepler-104 c,1307,9.96 Earths,12.697,2014
2975,Kepler-1031 b,2228,0.59 Earths,13.877,2016
2976,Kepler-1032 b,2195,4.16 Earths,16.007,2016
2977,Kepler-1033 b,4748,6.85 Earths,16.186,2016
2978,Kepler-1034 b,2135,5.73 Earths,15.269,2016
2979,Kepler-1035 b,1834,1.71 Earths,13.097,2016
2980,Kepler-1036 b,1597,9.32 Earths,13.87,2016
2981,Kepler-1037 b,1458,2.18 Earths,14.475,2016
2982,Kepler-1038 b,1905,12.2 Earths,15.03,2016
2983,Kepler-1038 c,1905,2.59 Earths,15.03,2021
2984,Kepler-1039 b,1001,2.73 Earths,14.438,2016
2985,Kepler-103 b,1614,9.7 Earths,11.883,2014
2986,Kepler-103 c,1614,36.1 Earths,11.883,2014
2987,Kepler-1040 b,1573,4.98 Earths,13.614,2016
2988,Kepler-1041 b,4847,8.96 Earths,14.576,2016
2989,Kepler-1042 b,2150,5.43 Earths,16.004,2016
2990,Kepler-1043 b,2947,7.04 Earths,14.949,2016
2991,Kepler-1044 b,4172,7.61 Earths,15.478,2016
2992,Kepler-1045 b,3074,7.7 Earths,15.879,2016
2993,Kepler-1046 b,2354,3.57 Earths,13.347,2016
2994,Kepler-1047 b,2667,5.02 Earths,13.46,2016
2995,Kepler-1047 c,2667,0.937 Earths,13.46,2016
2996,Kepler-1048 b,1814,3.22 Earths,15.138,2016
2997,Kepler-1049 b,528,0.809 Earths,14.695,2016
2998,Kepler-104 b,1307,19.6 Earths,12.697,2014
2999,Kepler-104 c,1307,9.96 Earths,12.697,2014
3000,Kepler-1031 b,2228,0.59 Earths,13.877,2016
3001,Kepler-1032 b,2195,4.16 Earths,16.007,2016
3002,Kepler-1033 b,4748,6.85 Earths,16.186,2016
3003,Kepler-1034 b,2135,5.73 Earths,15.269,2016
3004,Kepler-1035 b,1834,1.71 Earths,13.097,2016
3005,Kepler-1036 b,1597,9.32 Earths,13.87,2016
3006,Kepler-1037 b,1458,2.18 Earths,14.475,2016
3007,Kepler-1038 b,1905,12.2 Earths,15.03,2016
3008,Kepler-1038 c,1905,2.59 Earths,15.03,2021
3009,Kepler-1039 b,1001,2.73 Earths,14.438,2016
3010,Kepler-103 b,1614,9.7 Earths,11.883,2014
3011,Kepler-103 c,1614,36.1 Earths,11.883,2014
3012,Kepler-1040 b,1573,4.98 Earths,13.614,2016
3013,Kepler-1041 b,4847,8.96 Earths,14.576,2016
3014,Kepler-1042 b,2150,5.43 Earths,16.004,2016
3015,Kepler-1043 b,2947,7.04 Earths,14.949,2016
3016,Kepler-1044 b,4172,7.61 Earths,15.478,2016
3017,Kepler-1045 b,3074,7.7 Earths,15.879,2016
3018,Kepler-1046 b,2354,3.57 Earths,13.347,2016
3019,Kepler-1047 b,2667,5.02 Earths,13.46,2016
3020,Kepler-1047 c,2667,0.937 Earths,13.46,2016
3021,Kepler-1048 b,1814,3.22 Earths,15.138,2016
3022,Kepler-1049 b,528,0.809 Earths,14.695,2016
3023,Kepler-104 b,1307,19.6 Earths,12.697,2014
3024,Kepler-104 c,1307,9.96 Earths,12.697,2014
3025,Kepler-1031 b,2228,0.59 Earths,13.877,2016
3026,Kepler-1032 b,2195,4.16 Earths,16.007,2016
3027,Kepler-1033 b,4748,6.85 Earths,16.186,2016
3028,Kepler-1034 b,2135,5.73 Earths,15.269,2016
3029,Kepler-1035 b,1834,1.71 Earths,13.097,2016
3030,Kepler-1036 b,1597,9.32 Earths,13.87,2016
3031,Kepler-1037 b,1458,2.18 Earths,14.475,2016
3032,Kepler-1038 b,1905,12.2 Earths,15.03,2016
